Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2022-23,33.0,PHI,NBA,PG,32.0,32.0,36.8,6.6,14.6,0.45,2.8,7.3,0.388,3.8,7.3,0.511,0.546,5.5,6.3,0.862,0.6,5.7,6.3,11.2,1.3,0.6,3.5,2.2,21.4,James Harden
2008-09,20.0,OKC,NBA,PG,82.0,65.0,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.9,11.8,0.415,0.414,4.3,5.2,0.815,2.2,2.7,4.9,5.3,1.3,0.2,3.3,2.3,15.3,Russell Westbrook
2009-10,21.0,OKC,NBA,PG,82.0,82.0,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4.0,5.1,0.78,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,Russell Westbrook
2010-11,22.0,OKC,NBA,PG,82.0,82.0,34.7,7.5,17.0,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,Russell Westbrook
2011-12,23.0,OKC,NBA,PG,66.0,66.0,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,Russell Westbrook
2012-13,24.0,OKC,NBA,PG,82.0,82.0,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,Russell Westbrook
2013-14,25.0,OKC,NBA,PG,46.0,46.0,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6.0,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,Russell Westbrook
2014-15,26.0,OKC,NBA,PG,67.0,67.0,34.4,9.4,22.0,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,Russell Westbrook
2015-16,27.0,OKC,NBA,PG,80.0,80.0,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5,Russell Westbrook
2016-17,28.0,OKC,NBA,PG,81.0,81.0,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,Russell Westbrook
2017-18,29.0,OKC,NBA,PG,80.0,80.0,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,Russell Westbrook
2018-19,30.0,OKC,NBA,PG,73.0,73.0,36.0,8.6,20.2,0.428,1.6,5.6,0.29,7.0,14.5,0.481,0.468,4.1,6.2,0.656,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,Russell Westbrook
2019-20,31.0,HOU,NBA,PG,57.0,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,Russell Westbrook
2020-21,32.0,WAS,NBA,PG,65.0,65.0,36.4,8.4,19.0,0.439,1.3,4.2,0.315,7.0,14.8,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,Russell Westbrook
2021-22,33.0,LAL,NBA,PG,78.0,78.0,34.3,7.0,15.8,0.444,1.0,3.4,0.298,6.0,12.4,0.485,0.476,3.4,5.1,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.5,Russell Westbrook
2022-23,34.0,LAL,NBA,PG,47.0,3.0,28.6,5.8,13.9,0.418,1.1,4.0,0.282,4.7,9.9,0.473,0.459,3.0,4.5,0.667,1.1,5.2,6.3,7.5,1.0,0.4,3.5,2.4,15.8,Russell Westbrook
1984-85,21.0,PHI,NBA,PF,82.0,60.0,28.6,5.2,9.5,0.545,0.0,0.1,0.167,5.2,9.5,0.548,0.546,3.6,4.9,0.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0,Charles Barkley
1985-86,22.0,PHI,NBA,PF,80.0,80.0,36.9,7.4,13.0,0.572,0.2,0.9,0.227,7.2,12.1,0.598,0.58,5.0,7.2,0.685,4.4,8.4,12.8,3.9,2.2,1.6,4.4,4.2,20.0,Charles Barkley
1986-87,23.0,PHI,NBA,PF,68.0,62.0,40.3,8.2,13.8,0.594,0.3,1.5,0.202,7.9,12.3,0.643,0.606,6.3,8.3,0.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0,Charles Barkley
1987-88,24.0,PHI,NBA,PF,80.0,80.0,39.6,9.4,16.0,0.587,0.6,2.0,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,Charles Barkley
1988-89,25.0,PHI,NBA,PF,79.0,79.0,39.1,8.9,15.3,0.579,0.4,2.1,0.216,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8,Charles Barkley
1989-90,26.0,PHI,NBA,SF,79.0,79.0,39.1,8.9,14.9,0.6,0.3,1.2,0.217,8.7,13.7,0.632,0.608,7.1,9.4,0.749,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,Charles Barkley
1990-91,27.0,PHI,NBA,SF,67.0,67.0,37.3,9.9,17.4,0.57,0.7,2.3,0.284,9.3,15.1,0.614,0.589,7.1,9.8,0.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6,Charles Barkley
1991-92,28.0,PHI,NBA,SF,75.0,75.0,38.4,8.3,15.0,0.552,0.4,1.8,0.234,7.9,13.2,0.597,0.567,6.1,8.7,0.695,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1,Charles Barkley
1992-93,29.0,PHO,NBA,PF,76.0,76.0,37.6,9.4,18.1,0.52,0.9,2.9,0.305,8.5,15.2,0.561,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6,Charles Barkley
1993-94,30.0,PHO,NBA,PF,65.0,65.0,35.4,8.0,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7.0,0.704,3.0,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6,Charles Barkley
1994-95,31.0,PHO,NBA,PF,68.0,66.0,35.0,8.1,16.8,0.486,1.1,3.2,0.338,7.1,13.6,0.521,0.518,5.6,7.5,0.748,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0,Charles Barkley
1995-96,32.0,PHO,NBA,PF,71.0,71.0,37.1,8.2,16.3,0.5,0.7,2.5,0.28,7.5,13.9,0.539,0.521,6.2,8.0,0.777,3.4,8.1,11.6,3.7,1.6,0.8,3.1,2.9,23.2,Charles Barkley
1996-97,33.0,HOU,NBA,PF,53.0,53.0,37.9,6.3,13.1,0.484,1.1,3.9,0.283,5.2,9.2,0.569,0.526,5.4,7.8,0.694,4.0,9.5,13.5,4.7,1.3,0.5,2.8,2.9,19.2,Charles Barkley
1997-98,34.0,HOU,NBA,PF,68.0,41.0,33.0,5.3,10.9,0.485,0.3,1.2,0.214,5.0,9.7,0.52,0.497,4.4,5.8,0.746,3.5,8.1,11.7,3.2,1.0,0.4,2.2,2.8,15.2,Charles Barkley
1998-99,35.0,HOU,NBA,PF,42.0,40.0,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.482,4.6,6.4,0.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,Charles Barkley
1999-00,36.0,HOU,NBA,PF,20.0,18.0,31.0,5.3,11.1,0.477,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5,Charles Barkley
1976-77,23.0,GSW,NBA,C,77.0,,18.0,3.7,7.4,0.503,,,,3.7,7.4,0.503,0.503,1.6,2.2,0.708,2.6,4.4,7.1,1.0,0.7,1.2,,2.9,9.1,Robert Parish
1977-78,24.0,GSW,NBA,C,82.0,,24.0,5.2,11.1,0.472,,,,5.2,11.1,0.472,0.472,2.0,3.2,0.625,2.6,5.7,8.3,1.2,1.0,1.5,2.5,3.5,12.5,Robert Parish
1978-79,25.0,GSW,NBA,C,76.0,,31.7,7.3,14.6,0.499,,,,7.3,14.6,0.499,0.499,2.6,3.7,0.698,3.5,8.6,12.1,1.5,1.3,2.9,3.1,4.0,17.2,Robert Parish
1979-80,26.0,GSW,NBA,C,72.0,,29.4,7.1,14.0,0.507,0.0,0.0,0.0,7.1,14.0,0.507,0.507,2.8,3.9,0.715,3.4,7.4,10.9,1.7,0.8,1.6,3.1,3.4,17.0,Robert Parish
1980-81,27.0,BOS,NBA,C,82.0,78.0,28.0,7.7,14.2,0.545,0.0,0.0,0.0,7.7,14.2,0.545,0.545,3.4,4.8,0.71,3.0,6.5,9.5,1.8,1.0,2.6,2.3,3.8,18.9,Robert Parish
1981-82,28.0,BOS,NBA,C,80.0,78.0,31.7,8.4,15.4,0.542,0.0,0.0,,8.4,15.4,0.542,0.542,3.2,4.4,0.71,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9,Robert Parish
1982-83,29.0,BOS,NBA,C,78.0,76.0,31.5,7.9,14.4,0.55,0.0,0.0,0.0,7.9,14.4,0.551,0.55,3.5,5.0,0.698,3.3,7.3,10.6,1.8,1.0,1.9,2.4,2.8,19.3,Robert Parish
1983-84,30.0,BOS,NBA,C,80.0,79.0,35.8,7.8,14.3,0.546,0.0,0.0,,7.8,14.3,0.546,0.546,3.4,4.6,0.745,3.0,7.7,10.7,1.7,0.7,1.5,2.3,3.3,19.0,Robert Parish
1984-85,31.0,BOS,NBA,C,79.0,78.0,36.1,7.0,12.9,0.542,0.0,0.0,,7.0,12.9,0.542,0.542,3.7,5.0,0.743,3.3,7.3,10.6,1.6,0.7,1.3,2.4,2.8,17.6,Robert Parish
1985-86,32.0,BOS,NBA,C,81.0,80.0,31.7,6.5,11.9,0.549,0.0,0.0,,6.5,11.9,0.549,0.549,3.0,4.1,0.731,3.0,6.5,9.5,1.8,0.8,1.4,2.3,2.7,16.1,Robert Parish
1986-87,33.0,BOS,NBA,C,80.0,80.0,37.4,7.4,13.2,0.556,0.0,0.0,0.0,7.4,13.2,0.557,0.556,2.8,3.9,0.735,3.2,7.5,10.6,2.2,0.8,1.8,2.4,3.3,17.5,Robert Parish
1987-88,34.0,BOS,NBA,C,74.0,73.0,31.2,6.0,10.1,0.589,0.0,0.0,0.0,6.0,10.1,0.59,0.589,2.4,3.3,0.734,2.3,6.1,8.5,1.6,0.7,1.1,2.1,2.7,14.3,Robert Parish
1988-89,35.0,BOS,NBA,C,80.0,80.0,35.5,7.5,13.1,0.57,0.0,0.0,,7.5,13.1,0.57,0.57,3.7,5.1,0.719,4.3,8.2,12.5,2.2,1.0,1.5,2.5,2.6,18.6,Robert Parish
1989-90,36.0,BOS,NBA,C,79.0,78.0,30.3,6.4,11.0,0.58,0.0,0.0,,6.4,11.0,0.58,0.58,2.9,3.9,0.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,2.4,15.7,Robert Parish
1990-91,37.0,BOS,NBA,C,81.0,81.0,30.1,6.0,10.0,0.598,0.0,0.0,0.0,6.0,10.0,0.599,0.598,2.9,3.8,0.767,3.3,7.2,10.6,0.8,0.8,1.3,1.9,2.4,14.9,Robert Parish
1991-92,38.0,BOS,NBA,C,79.0,79.0,28.9,5.9,11.1,0.535,0.0,0.0,,5.9,11.1,0.535,0.535,2.3,2.9,0.772,2.8,6.2,8.9,0.9,0.9,1.2,1.7,2.2,14.1,Robert Parish
1992-93,39.0,BOS,NBA,C,79.0,79.0,27.2,5.3,9.8,0.535,0.0,0.0,,5.3,9.8,0.535,0.535,2.1,3.0,0.689,3.1,6.3,9.4,0.8,0.7,1.4,1.5,2.5,12.6,Robert Parish
1993-94,40.0,BOS,NBA,C,74.0,74.0,26.9,4.8,9.8,0.491,0.0,0.0,,4.8,9.8,0.491,0.491,2.1,2.8,0.74,1.9,5.4,7.3,1.1,0.6,1.3,1.5,2.6,11.7,Robert Parish
1994-95,41.0,CHH,NBA,C,81.0,4.0,16.7,2.0,4.6,0.427,0.0,0.0,,2.0,4.6,0.427,0.427,0.9,1.2,0.703,1.1,3.2,4.3,0.5,0.3,0.4,0.8,1.6,4.8,Robert Parish
1995-96,42.0,CHH,NBA,C,74.0,34.0,14.7,1.6,3.3,0.498,0.0,0.0,,1.6,3.3,0.498,0.498,0.7,1.0,0.704,1.2,2.9,4.1,0.4,0.3,0.7,0.7,1.1,3.9,Robert Parish
1996-97,43.0,CHI,NBA,C,43.0,3.0,9.4,1.6,3.3,0.49,0.0,0.0,,1.6,3.3,0.49,0.49,0.5,0.7,0.677,1.0,1.1,2.1,0.5,0.1,0.4,0.7,0.9,3.7,Robert Parish
1976-77,21.0,BUF,NBA,SF,77,,36.6,7.1,13.6,.520,,,,7.1,13.6,.520,.520,6.2,7.6,.818,3.3,4.4,7.6,1.9,1.2,0.2,,2.8,20.3,Adrian Dantley
1977-78,22.0,TOT,NBA,SF,79,,37.1,7.3,14.3,.512,,,,7.3,14.3,.512,.512,6.8,8.6,.796,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5,Adrian Dantley
1977-78,22.0,IND,NBA,SF,23,,41.2,8.7,17.5,.499,,,,8.7,17.5,.499,.499,9.0,11.4,.787,4.1,5.3,9.4,2.8,2.1,0.7,2.9,3.3,26.5,Adrian Dantley
1977-78,22.0,LAL,NBA,SF,56,,35.4,6.7,12.9,.520,,,,6.7,12.9,.520,.520,6.0,7.4,.801,3.1,4.2,7.2,3.4,1.3,0.1,2.9,2.8,19.4,Adrian Dantley
1978-79,23.0,LAL,NBA,SF,60,,29.6,6.2,12.2,.510,,,,6.2,12.2,.510,.510,4.9,5.7,.854,2.2,3.5,5.7,2.3,1.1,0.2,2.6,2.7,17.3,Adrian Dantley
1979-80,24.0,UTA,NBA,SF,68,,39.3,10.7,18.6,.576,0.0,0.0,.000,10.7,18.6,.577,.576,6.5,7.7,.842,2.7,4.9,7.6,2.8,1.4,0.2,3.4,3.1,28.0,Adrian Dantley
1980-81,25.0,UTA,NBA,SF,80,,42.7,11.4,20.3,.559,0.0,0.1,.286,11.3,20.3,.560,.559,7.9,9.8,.806,2.4,4.0,6.4,4.0,1.4,0.2,3.5,3.1,30.7,Adrian Dantley
1981-82,26.0,UTA,NBA,SF,81,81,39.8,11.2,19.6,.570,0.0,0.0,.333,11.1,19.5,.570,.570,8.0,10.1,.792,2.9,3.5,6.3,4.0,1.2,0.2,3.7,3.1,30.3,Adrian Dantley
1982-83,27.0,UTA,NBA,SF,22,22,40.3,10.6,18.3,.580,0.0,0.0,,10.6,18.3,.580,.580,9.5,11.3,.847,2.6,3.7,6.4,4.8,0.9,0.0,3.7,2.8,30.7,Adrian Dantley
1983-84,28.0,UTA,NBA,SF,79,79,37.8,10.2,18.2,.558,0.0,0.1,.250,10.1,18.2,.559,.558,10.3,12.0,.859,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6,Adrian Dantley
1984-85,29.0,UTA,NBA,SF,55,46,35.8,9.3,17.5,.531,0.0,0.0,,9.3,17.5,.531,.531,8.0,9.9,.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6,Adrian Dantley
1985-86,30.0,UTA,NBA,SF,76,75,36.1,10.8,19.1,.563,0.0,0.1,.091,10.8,19.0,.567,.563,8.3,10.5,.791,2.3,2.9,5.2,3.5,0.8,0.1,3.0,2.7,29.8,Adrian Dantley
1986-87,31.0,DET,NBA,SF,81,81,33.8,7.4,13.9,.534,0.0,0.1,.167,7.4,13.8,.536,.534,6.7,8.2,.812,1.3,2.8,4.1,2.0,0.8,0.1,2.2,2.4,21.5,Adrian Dantley
1987-88,32.0,DET,NBA,SF,69,50,31.1,6.4,12.5,.514,0.0,0.0,.000,6.4,12.5,.516,.514,7.1,8.3,.860,1.2,2.1,3.3,2.5,0.6,0.1,2.0,2.1,20.0,Adrian Dantley
1988-89,33.0,TOT,NBA,SF,73,67,33.2,6.4,13.1,.493,0.0,0.0,.000,6.4,13.1,.493,.493,6.3,7.8,.810,1.6,2.7,4.3,2.3,0.6,0.2,2.2,2.5,19.2,Adrian Dantley
1988-89,33.0,DET,NBA,SF,42,42,31.9,6.1,11.8,.521,0.0,0.0,,6.1,11.8,.521,.521,6.1,7.3,.839,1.3,2.6,3.9,2.2,0.5,0.1,1.9,2.4,18.4,Adrian Dantley
1988-89,33.0,DAL,NBA,SF,31,25,34.9,6.8,14.8,.462,0.0,0.0,.000,6.8,14.8,.463,.462,6.6,8.5,.776,2.1,2.9,4.9,2.5,0.6,0.2,2.6,2.8,20.3,Adrian Dantley
1989-90,34.0,DAL,NBA,SF,45,45,28.9,5.1,10.8,.477,0.0,0.0,.000,5.1,10.7,.479,.477,4.4,5.6,.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7,Adrian Dantley
1990-91,35.0,MIL,NBA,SF,10,0,12.6,1.9,5.0,.380,0.1,0.3,.333,1.8,4.7,.383,.390,1.8,2.6,.692,0.8,0.5,1.3,0.9,0.5,0.0,0.6,0.8,5.7,Adrian Dantley
2003-04,22.0,MIA,NBA,PG,61.0,56.0,34.9,6.1,13.1,0.465,0.3,0.9,0.302,5.8,12.2,0.477,0.475,3.8,5.1,0.747,1.4,2.7,4.0,4.5,1.4,0.6,3.2,2.3,16.2,Dwyane Wade
2004-05,23.0,MIA,NBA,SG,77.0,77.0,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8.0,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,Dwyane Wade
2005-06,24.0,MIA,NBA,SG,75.0,75.0,38.6,9.3,18.8,0.495,0.2,1.0,0.171,9.1,17.8,0.513,0.499,8.4,10.7,0.783,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,Dwyane Wade
2006-07,25.0,MIA,NBA,SG,51.0,50.0,37.9,9.3,18.9,0.491,0.4,1.5,0.266,8.8,17.3,0.511,0.502,8.5,10.5,0.807,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,Dwyane Wade
2007-08,26.0,MIA,NBA,SG,51.0,49.0,38.3,8.6,18.4,0.469,0.4,1.5,0.286,8.2,16.9,0.485,0.48,6.9,9.2,0.758,0.9,3.3,4.2,6.9,1.7,0.7,4.4,2.7,24.6,Dwyane Wade
2008-09,27.0,MIA,NBA,SG,79.0,79.0,38.6,10.8,22.0,0.491,1.1,3.5,0.317,9.7,18.5,0.524,0.516,7.5,9.8,0.765,1.1,3.9,5.0,7.5,2.2,1.3,3.4,2.3,30.2,Dwyane Wade
2009-10,28.0,MIA,NBA,SG,77.0,77.0,36.3,9.3,19.6,0.476,0.9,3.2,0.3,8.4,16.5,0.509,0.5,6.9,9.1,0.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,Dwyane Wade
2010-11,29.0,MIA,NBA,SG,76.0,76.0,37.1,9.1,18.2,0.5,0.8,2.7,0.306,8.3,15.5,0.534,0.523,6.5,8.6,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,Dwyane Wade
2011-12,30.0,MIA,NBA,SG,49.0,49.0,33.2,8.5,17.1,0.497,0.3,1.1,0.268,8.2,15.9,0.513,0.506,4.8,6.1,0.791,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,Dwyane Wade
2012-13,31.0,MIA,NBA,SG,69.0,69.0,34.7,8.2,15.8,0.521,0.2,1.0,0.258,8.0,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,Dwyane Wade
2013-14,32.0,MIA,NBA,SG,54.0,53.0,32.9,7.7,14.1,0.545,0.2,0.6,0.281,7.5,13.5,0.557,0.551,3.5,4.8,0.733,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,19.0,Dwyane Wade
